transaction_id,user_id,sender_upi,receiver_upi,amount,currency,status,upi_app,bank,category,created_at,device_type,city
TXN0000046,USR00008,somchaaya@paytm,rachana76@axl,1833.11,INR,SUCCESS,Google Pay,Kotak,Food & Dining,2024-05-21 16:38:18,Android,Chennai
TXN0000047,USR00175,vyaschavvi@okhdfcbank,ikarnik@oksbi,3083.29,INR,SUCCESS,Paytm,Canara,Shopping,2024-12-23 20:55:48,Android,Kolkata
TXN0000048,USR00392,sarthakthaman@ybl,ekanta89@axl,16168.59,INR,SUCCESS,Amazon Pay,Axis,Fuel,2024-09-08 08:09:09,iOS,Ahmedabad
TXN0000049,USR00321,turvi16@okhdfcbank,hemakibe@okicici,308.72,INR,SUCCESS,CRED,HDFC,Utilities,2024-08-14 20:19:36,Android,Delhi
TXN0000050,USR00360,xvora@ybl,nikitatella@oksbi,646.88,INR,SUCCESS,CRED,Axis,Entertainment,2024-10-09 08:26:28,Web,Hyderabad
TXN0000051,USR00305,ladli83@paytm,vkarnik@axl,821.34,INR,PENDING,Paytm,Canara,Shopping,2024-08-05 12:41:09,iOS,Chennai
TXN0000052,USR00310,ayush91@okicici,oviya92@oksbi,679.37,INR,FAILED,PhonePe,Axis,Rent,2024-12-24 13:32:34,Web,Bengaluru
TXN0000053,USR00300,indalibedi@ybl,birfalak@paytm,240.55,INR,PENDING,BHIM,HDFC,Groceries,2024-12-10 18:02:48,iOS,Kolkata
TXN0000054,USR00019,ganeshqabil@ybl,tamanna23@oksbi,47533.71,INR,FAILED,Paytm,Kotak,Healthcare,2024-06-19 09:54:10,Android,Kolkata
TXN0000055,USR00321,jloyal@ybl,gkari@oksbi,1344.12,INR,SUCCESS,Google Pay,Kotak,Fuel,2024-09-20 00:42:55,Android,Chennai
TXN0000056,USR00008,deojhalak@axl,qbose@ybl,12127.02,INR,PENDING,PhonePe,Axis,Shopping,2024-08-12 15:07:01,iOS,Mumbai
TXN0000057,USR00125,maanaslata@ybl,iloke@axl,2369.71,INR,SUCCESS,Google Pay,BOB,Travel,2024-11-27 15:59:45,Web,Delhi
TXN0000058,USR00297,gopalmandal@paytm,onkar48@ybl,37672.29,INR,SUCCESS,Google Pay,Canara,Fuel,2024-02-05 20:21:59,iOS,Pune
TXN0000059,USR00120,krishdoctor@ybl,datemohini@oksbi,4913.49,INR,SUCCESS,Paytm,Canara,Education,2024-06-19 17:24:29,iOS,Delhi
TXN0000060,USR00008,urvashisastry@paytm,banjeet83@okhdfcbank,4302.68,INR,SUCCESS,BHIM,ICICI,Shopping,2024-09-10 04:32:37,iOS,Chennai
TXN0000061,USR00321,aditya77@paytm,shivani45@ybl,4367.04,INR,SUCCESS,Amazon Pay,SBI,Rent,2024-06-22 12:41:05,Android,Hyderabad
TXN0000062,USR00390,binasarraf@paytm,udantbatra@paytm,9.81,INR,SUCCESS,PhonePe,Canara,Utilities,2024-11-19 09:14:47,Web,Chennai
TXN0000063,USR00088,zpall@okhdfcbank,routhiral@oksbi,81.33,INR,FAILED,Amazon Pay,BOB,Rent,2024-01-15 08:18:22,Web,Hyderabad
TXN0000064,USR00148,unni27@paytm,dsankaran@axl,3500.78,INR,SUCCESS,Google Pay,HDFC,Groceries,2024-09-11 04:14:29,iOS,Chennai
TXN0000065,USR00196,dugarlakshit@axl,dkulkarni@okicici,107.62,INR,SUCCESS,Amazon Pay,Kotak,Entertainment,2024-11-23 22:16:29,Android,Kolkata
TXN0000066,USR00311,stella@okicici,indira10@okhdfcbank,418.09,INR,SUCCESS,CRED,Axis,Rent,2024-05-20 08:58:38,iOS,Delhi
TXN0000067,USR00168,sudiksha63@paytm,thomaspatil@ybl,3795.62,INR,SUCCESS,Google Pay,Axis,Utilities,2024-11-17 08:19:50,Web,Pune
TXN0000068,USR00174,csinha@oksbi,cmunshi@ybl,41291.98,INR,FAILED,PhonePe,ICICI,Travel,2024-09-28 13:53:10,Web,Kolkata
TXN0000069,USR00196,aayushravel@paytm,hemanginidhillon@okicici,35255.34,INR,SUCCESS,PhonePe,Axis,Groceries,2024-10-12 20:00:16,Android,Pune
TXN0000070,USR00020,yauvaniagrawal@okicici,arattan@ybl,353.53,INR,PENDING,PhonePe,HDFC,Travel,2024-11-08 09:40:52,Web,Delhi
TXN0000071,USR00316,birsudiksha@ybl,vrishtinagarajan@okicici,2366.98,INR,FAILED,PhonePe,PNB,Travel,2024-07-17 22:26:37,iOS,Ahmedabad
TXN0000072,USR00063,ekanta77@ybl,ethan58@oksbi,489.14,INR,SUCCESS,CRED,Axis,Rent,2024-04-30 03:43:23,Android,Bengaluru
TXN0000073,USR00169,bhavaniganesh@okhdfcbank,fvarty@axl,416.61,INR,SUCCESS,PhonePe,Kotak,Utilities,2024-06-19 10:50:36,Android,Chennai
TXN0000074,USR00027,uvig@okhdfcbank,svenkatesh@paytm,3149.84,INR,FAILED,BHIM,HDFC,Shopping,2024-03-30 08:08:00,iOS,Ahmedabad
TXN0000075,USR00267,esibal@okicici,harita90@ybl,45893.83,INR,SUCCESS,CRED,SBI,Food & Dining,2024-07-04 09:28:32,iOS,Kolkata
TXN0000076,USR00141,yvirk@axl,lramachandran@paytm,450.64,INR,FAILED,Amazon Pay,PNB,Education,2024-08-06 15:45:58,Web,Chennai
TXN0000077,USR00111,manthanchaudhary@ybl,jackson85@ybl,39603.32,INR,FAILED,Google Pay,BOB,Healthcare,2024-08-20 20:06:50,iOS,Kolkata
TXN0000078,USR00047,duttkrisha@oksbi,gauravkaul@oksbi,193.41,INR,SUCCESS,BHIM,HDFC,Healthcare,2024-07-31 10:27:20,Android,Bengaluru
TXN0000079,USR00027,meghanaagrawal@okicici,balvanradhakrishnan@axl,38762.79,INR,SUCCESS,Paytm,PNB,Shopping,2024-10-27 17:21:42,Web,Hyderabad
TXN0000080,USR00220,sibalvritti@axl,harshnarasimhan@axl,282.57,INR,SUCCESS,Amazon Pay,SBI,Rent,2024-03-20 07:54:06,Web,Chennai
TXN0000081,USR00073,swaminathanutkarsh@paytm,jacksonpatil@paytm,98.89,INR,FAILED,PhonePe,HDFC,Fuel,2024-01-15 13:58:21,Android,Kolkata
TXN0000082,USR00080,xwagle@okhdfcbank,rrama@axl,390.65,INR,SUCCESS,PhonePe,HDFC,Entertainment,2024-08-02 10:23:19,iOS,Kolkata
TXN0000083,USR00304,pranavborra@ybl,uthakur@axl,17746.09,INR,SUCCESS,CRED,Kotak,Food & Dining,2024-09-05 13:17:13,Android,Kolkata
TXN0000084,USR00383,sarinmaanas@ybl,pooja61@okhdfcbank,1802.51,INR,SUCCESS,Google Pay,BOB,Fuel,2024-11-02 12:19:13,Web,Hyderabad
TXN0000085,USR00022,tchar@ybl,kchahal@oksbi,8.76,INR,SUCCESS,BHIM,HDFC,Healthcare,2024-09-13 21:51:22,Web,Kolkata
TXN0000086,USR00354,lsankaran@okicici,ayushbhalla@oksbi,1273.43,INR,SUCCESS,BHIM,HDFC,Travel,2024-10-20 20:18:07,iOS,Kolkata
TXN0000087,USR00262,tdevan@okhdfcbank,yugbose@okicici,33495.11,INR,FAILED,Paytm,ICICI,Travel,2024-09-25 13:47:21,Android,Delhi
TXN0000088,USR00390,vsaha@axl,tristandhillon@ybl,27235.27,INR,SUCCESS,CRED,PNB,Healthcare,2024-05-11 10:48:48,Android,Ahmedabad
TXN0000089,USR00030,ychacko@okicici,rajeshriswaminathan@okicici,182.45,INR,FAILED,PhonePe,HDFC,Rent,2024-02-04 13:50:17,Web,Kolkata
TXN0000090,USR00257,aarnavgolla@okhdfcbank,vcherian@oksbi,3433.27,INR,SUCCESS,BHIM,HDFC,Healthcare,2024-08-24 23:57:02,Web,Mumbai
TXN0000091,USR00145,qkibe@ybl,baljiwan53@ybl,2852.37,INR,SUCCESS,Paytm,SBI,Healthcare,2024-09-15 01:15:45,Android,Pune
TXN0000092,USR00042,ycontractor@axl,shankerdev@paytm,4578.54,INR,SUCCESS,Google Pay,PNB,Entertainment,2024-02-18 12:18:16,Web,Kolkata
TXN0000093,USR00351,yachanaswaminathan@axl,maneikshita@oksbi,35155.24,INR,FAILED,CRED,BOB,Fuel,2024-03-07 02:19:35,iOS,Bengaluru
TXN0000094,USR00260,dalaja12@axl,gaurika11@paytm,121.01,INR,SUCCESS,Amazon Pay,SBI,Healthcare,2024-07-04 12:21:49,Web,Delhi
TXN0000095,USR00211,ksaha@okicici,warindersandal@paytm,316.12,INR,FAILED,CRED,Axis,Groceries,2024-11-01 10:11:53,Web,Chennai
TXN0000096,USR00226,desaisimon@ybl,wyatt21@okicici,35523.81,INR,SUCCESS,BHIM,BOB,Utilities,2024-08-17 12:19:51,Android,Delhi
TXN0000097,USR00043,diya81@okhdfcbank,gaurangsem@okicici,4306.52,INR,SUCCESS,BHIM,ICICI,Education,2024-05-08 21:55:23,Android,Hyderabad
TXN0000098,USR00015,siddharth98@okicici,anvitak@oksbi,193.24,INR,SUCCESS,CRED,PNB,Utilities,2024-08-18 00:26:03,Android,Bengaluru
TXN0000099,USR00010,qmital@okicici,chatresh41@okhdfcbank,355.71,INR,SUCCESS,Google Pay,BOB,Shopping,2024-05-26 15:44:53,iOS,Hyderabad
TXN0000100,USR00275,pauchanakya@oksbi,lkaur@paytm,45731.61,INR,SUCCESS,Amazon Pay,Axis,Utilities,2024-06-03 12:26:40,iOS,Kolkata
TXN0000101,USR00279,varughesefiyaz@axl,ridhighose@axl,21227.17,INR,SUCCESS,Amazon Pay,SBI,Education,2024-01-01 07:36:26,iOS,Bengaluru
TXN0000102,USR00177,asharaf@okhdfcbank,uvenkatesh@paytm,8.1,INR,SUCCESS,CRED,HDFC,Rent,2024-11-21 19:16:47,Web,Pune
TXN0000103,USR00324,chauhanrudra@okhdfcbank,hritik86@okhdfcbank,3581.07,INR,SUCCESS,PhonePe,Canara,Food & Dining,2024-03-09 22:21:52,iOS,Hyderabad
TXN0000104,USR00386,balaishita@paytm,aacharya@okhdfcbank,205.13,INR,SUCCESS,Paytm,PNB,Food & Dining,2024-01-23 01:20:59,Web,Pune
TXN0000105,USR00255,karpenachiket@paytm,ekbalapte@ybl,225.47,INR,PENDING,Paytm,Kotak,Shopping,2024-05-19 19:27:56,Web,Kolkata
TXN0000106,USR00368,csharma@ybl,reva99@okhdfcbank,18792.31,INR,SUCCESS,CRED,Canara,Healthcare,2024-02-10 10:34:18,iOS,Bengaluru
TXN0000107,USR00263,tamanna66@paytm,dugaryug@paytm,837.69,INR,SUCCESS,Google Pay,SBI,Utilities,2024-06-29 13:17:40,Web,Ahmedabad
TXN0000108,USR00231,mohantywaida@okicici,ykuruvilla@okicici,32229.27,INR,FAILED,BHIM,HDFC,Rent,2024-01-18 12:49:41,Android,Pune
TXN0000109,USR00266,maharajhamsini@ybl,ibail@axl,2.67,INR,SUCCESS,PhonePe,Kotak,Entertainment,2024-07-22 13:15:07,Web,Ahmedabad
TXN0000110,USR00366,jackgoswami@ybl,kotabishakha@oksbi,108.09,INR,SUCCESS,CRED,PNB,Healthcare,2024-04-19 09:44:58,Web,Mumbai
TXN0000111,USR00115,srinivasgautam@oksbi,mandosha@okhdfcbank,40716.34,INR,SUCCESS,Google Pay,Axis,Groceries,2024-10-08 13:54:10,Android,Pune
TXN0000112,USR00369,urmiuppal@ybl,ysoni@axl,22917.2,INR,SUCCESS,BHIM,BOB,Rent,2024-10-10 14:51:35,Android,Delhi
TXN0000113,USR00094,simon35@okhdfcbank,gabagaurang@ybl,29808.65,INR,PENDING,Amazon Pay,SBI,Shopping,2024-06-11 14:29:43,Web,Delhi
TXN0000114,USR00129,shuklaoni@okhdfcbank,sdasgupta@paytm,474.27,INR,FAILED,Amazon Pay,Kotak,Utilities,2024-06-04 19:59:45,Web,Chennai
TXN0000115,USR00173,godalogan@axl,kamya07@oksbi,33101.56,INR,SUCCESS,PhonePe,HDFC,Food & Dining,2024-11-10 22:41:10,Web,Chennai
TXN0000116,USR00280,borahcharita@okicici,megha57@paytm,9.0,INR,FAILED,Paytm,Canara,Travel,2024-11-29 20:39:40,Web,Kolkata
TXN0000117,USR00164,aashi60@paytm,victorbumb@okicici,11465.09,INR,FAILED,BHIM,ICICI,Healthcare,2024-06-01 08:10:28,Web,Mumbai
TXN0000118,USR00215,vasudhabajaj@okhdfcbank,patrick54@okhdfcbank,22286.74,INR,SUCCESS,Paytm,PNB,Travel,2024-06-12 09:17:28,Android,Ahmedabad
TXN0000119,USR00235,chamelidixit@okhdfcbank,wazirsarraf@okhdfcbank,4.54,INR,FAILED,Amazon Pay,PNB,Food & Dining,2024-09-20 13:31:01,Android,Chennai
TXN0000120,USR00373,deepasankar@okicici,samialka@ybl,983.74,INR,SUCCESS,Paytm,SBI,Education,2024-09-10 20:43:30,Android,Hyderabad
TXN0000121,USR00061,hemapillay@okhdfcbank,janyabutala@oksbi,33045.87,INR,FAILED,BHIM,PNB,Healthcare,2024-07-04 02:24:32,Web,Pune
TXN0000122,USR00366,qahuja@okicici,amruta79@ybl,1.35,INR,FAILED,Amazon Pay,Canara,Utilities,2024-03-14 22:25:32,Web,Delhi
TXN0000123,USR00273,smorar@ybl,dbora@paytm,20136.81,INR,SUCCESS,Amazon Pay,Kotak,Groceries,2024-06-16 10:10:25,Android,Pune
TXN0000124,USR00136,takpeter@paytm,darpan65@axl,3596.2,INR,SUCCESS,Amazon Pay,Axis,Food & Dining,2024-06-18 13:37:19,Web,Ahmedabad
TXN0000125,USR00226,jonathan45@okicici,ishita59@ybl,25.47,INR,SUCCESS,Google Pay,BOB,Travel,2024-03-28 20:09:52,iOS,Ahmedabad
TXN0000126,USR00236,ksolanki@axl,pallayaan@okicici,334.49,INR,PENDING,Amazon Pay,PNB,Entertainment,2024-02-01 16:13:35,Web,Ahmedabad
TXN0000127,USR00354,darpandugal@paytm,hmitter@ybl,486.73,INR,FAILED,Paytm,Canara,Healthcare,2024-04-08 08:35:19,Web,Chennai
TXN0000128,USR00022,bchatterjee@okicici,udyatinagy@paytm,4795.74,INR,FAILED,PhonePe,PNB,Groceries,2024-05-27 22:24:57,Web,Chennai
TXN0000129,USR00125,borrahema@oksbi,arin74@paytm,143.09,INR,SUCCESS,Amazon Pay,Axis,Travel,2024-09-02 22:17:59,Android,Mumbai
TXN0000130,USR00335,eshana00@ybl,msalvi@ybl,2976.59,INR,SUCCESS,CRED,Axis,Entertainment,2024-07-30 21:06:43,iOS,Chennai
TXN0000131,USR00214,yashawinikale@okhdfcbank,kalpittak@oksbi,371.96,INR,SUCCESS,BHIM,Canara,Utilities,2024-11-26 09:41:36,Web,Chennai
TXN0000132,USR00259,gautamisur@ybl,gsagar@okicici,494.66,INR,SUCCESS,Google Pay,HDFC,Healthcare,2024-01-20 09:59:21,Android,Ahmedabad
TXN0000133,USR00328,kamyakalita@ybl,agateteerth@ybl,13692.26,INR,SUCCESS,Amazon Pay,PNB,Shopping,2024-11-27 10:00:47,iOS,Mumbai
TXN0000134,USR00155,ubassi@axl,isha26@paytm,1559.85,INR,SUCCESS,Amazon Pay,SBI,Entertainment,2024-04-04 15:20:59,Web,Pune
TXN0000135,USR00354,jyotisule@oksbi,kavyaborah@paytm,4653.98,INR,PENDING,Paytm,PNB,Rent,2024-12-20 09:29:19,Android,Hyderabad
TXN0000136,USR00112,ekaraj39@okhdfcbank,nitarazacharia@paytm,39080.77,INR,SUCCESS,Amazon Pay,HDFC,Fuel,2024-03-09 21:47:38,iOS,Pune
TXN0000137,USR00267,anikakrishna@ybl,yatan72@oksbi,3077.16,INR,SUCCESS,CRED,Axis,Rent,2024-02-09 03:03:53,iOS,Mumbai
TXN0000138,USR00371,zchand@oksbi,chakrabortychaman@ybl,759.82,INR,SUCCESS,Paytm,SBI,Travel,2024-09-18 08:29:08,Web,Mumbai
TXN0000139,USR00093,lakshmihari@okhdfcbank,nicholassachdev@paytm,4701.99,INR,SUCCESS,CRED,BOB,Healthcare,2024-01-24 09:34:03,iOS,Ahmedabad
TXN0000140,USR00373,xavier72@okhdfcbank,prabhakarekalinga@oksbi,68.13,INR,PENDING,PhonePe,Kotak,Groceries,2024-07-12 22:08:41,Web,Kolkata
TXN0000141,USR00017,ubajaj@paytm,mayamukherjee@ybl,145.07,INR,PENDING,Amazon Pay,SBI,Travel,2024-09-29 12:15:29,Android,Mumbai
TXN0000142,USR00277,nihal43@okhdfcbank,rhari@oksbi,33.85,INR,SUCCESS,Google Pay,Kotak,Travel,2024-02-21 14:38:43,Web,Pune
TXN0000143,USR00154,pdugal@okicici,noahdada@oksbi,4935.63,INR,SUCCESS,Amazon Pay,ICICI,Education,2024-10-22 21:52:20,Web,Ahmedabad
TXN0000144,USR00095,widisha27@axl,ssami@ybl,2373.46,INR,SUCCESS,Google Pay,Axis,Entertainment,2024-01-25 20:42:24,Web,Delhi
TXN0000145,USR00041,vcherian@ybl,tristan81@okicici,14150.15,INR,SUCCESS,PhonePe,Axis,Food & Dining,2024-08-25 17:26:26,iOS,Kolkata
TXN0000146,USR00107,cheemapraneel@okicici,ekantikaparmer@okicici,3759.37,INR,SUCCESS,PhonePe,Axis,Travel,2024-12-10 01:55:04,Web,Mumbai
TXN0000147,USR00239,dsane@axl,gavingrover@paytm,2984.36,INR,SUCCESS,Paytm,Kotak,Entertainment,2024-09-02 22:38:45,iOS,Ahmedabad
TXN0000148,USR00380,sneha34@okhdfcbank,imaran79@oksbi,109.53,INR,SUCCESS,Paytm,BOB,Entertainment,2024-08-26 21:48:53,Android,Hyderabad
TXN0000149,USR00329,kaulishani@paytm,chokshimahika@ybl,41971.64,INR,SUCCESS,BHIM,ICICI,Healthcare,2024-06-17 12:31:35,Android,Delhi
TXN0000150,USR00392,zayyandevan@oksbi,henrychanda@ybl,421.14,INR,SUCCESS,Google Pay,Axis,Shopping,2024-10-06 22:41:03,Web,Delhi
TXN0000151,USR00009,devansh24@oksbi,oscar23@axl,3274.34,INR,PENDING,Amazon Pay,BOB,Food & Dining,2024-01-05 21:23:03,Android,Chennai
TXN0000152,USR00269,pradhanvincent@okhdfcbank,ldutta@okhdfcbank,220.98,INR,SUCCESS,Google Pay,Kotak,Healthcare,2024-10-01 00:32:52,iOS,Kolkata
TXN0000153,USR00335,gauri56@paytm,rohan11@oksbi,351.65,INR,SUCCESS,PhonePe,BOB,Education,2024-02-10 20:29:36,iOS,Ahmedabad
TXN0000154,USR00271,bagrawal@oksbi,siya53@okhdfcbank,222.62,INR,SUCCESS,Google Pay,Canara,Entertainment,2024-01-29 22:10:05,Android,Mumbai
TXN0000155,USR00162,harish52@oksbi,magarjanuja@okhdfcbank,9.36,INR,PENDING,Amazon Pay,ICICI,Education,2024-12-16 17:36:42,Android,Chennai
TXN0000156,USR00353,comararya@paytm,xparikh@oksbi,449.3,INR,SUCCESS,Amazon Pay,PNB,Food & Dining,2024-03-24 18:53:54,Android,Kolkata
TXN0000157,USR00140,patelsamar@ybl,omital@ybl,19686.95,INR,SUCCESS,Google Pay,PNB,Fuel,2024-04-28 10:38:49,iOS,Kolkata
TXN0000158,USR00079,sibalvyanjana@ybl,yraval@paytm,1609.02,INR,FAILED,CRED,ICICI,Education,2024-04-05 21:24:05,iOS,Pune
TXN0000159,USR00285,agarwalparth@axl,sarthaksankar@ybl,24394.08,INR,SUCCESS,PhonePe,SBI,Shopping,2024-02-24 13:28:23,iOS,Mumbai
TXN0000160,USR00399,fradokrishnamurthy@oksbi,abhimanyu42@paytm,4.72,INR,FAILED,Amazon Pay,Axis,Rent,2024-11-01 10:55:24,Web,Delhi
TXN0000161,USR00248,ubabu@oksbi,shenoyanirudh@okicici,1252.43,INR,SUCCESS,Paytm,Axis,Groceries,2024-12-16 10:17:19,Web,Hyderabad
TXN0000162,USR00221,jmane@paytm,pranav56@axl,4118.34,INR,SUCCESS,Google Pay,Kotak,Healthcare,2024-08-22 13:00:25,Web,Hyderabad
TXN0000163,USR00193,manyaarora@okicici,chaitalymutti@ybl,4854.93,INR,SUCCESS,Paytm,HDFC,Rent,2024-09-02 20:20:18,Android,Delhi
